token,mean_importance
devastated,6.024076233307521
iotic,3.5022013324002423
id,2.7797372384617725
emotional,1.7350561569134395
ashamed,1.4977667434723116
nt,0.9670573006733321
ive,0.8230931576908915
un,0.6677776575088501
regret,0.6665816608268263
alone,0.5826483433969164
feeling,0.5754030546625776
year,0.532338265911676
doomed,0.5278304948781928
feel,0.516633855647421
from,0.49976314499209756
home,0.484053399489009
would,0.4778837486519478
im,0.41510952538616647
got,0.40886139776557684
very,0.39646224617354164
until,0.39592424115835456
me,0.3935503348546428
sad,0.3883510975574609
not,0.38116085853868176
my,0.37464236881074614
crappy,0.3709825125988573
mad,0.36968582150681567
be,0.36910252596195886
like,0.35236388869134316
at,0.35115110119719856
numb,0.35112432579990127
dis,0.34255307080456987
about,0.3276917884036915
myself,0.3047194488462992
now,0.3011784647296736
these,0.28283945500849467
how,0.2789285132542621
right,0.2636057264127885
in,0.25191176422739614
always,0.2414357378031582
was,0.23918859329944553
when,0.23634553419979057
awful,0.23331374923388162
it,0.2331558594200639
than,0.2305769254307961
really,0.22329991562479076
so,0.22099521604212458
to,0.20804060943044386
out,0.19517421973029872
but,0.19472470958730395
with,0.18868811380889383
there,0.1864968710244284
of,0.183532577654577
the,0.16879527570596212
this,0.16779735788129205
and,0.16520819581225105
are,0.1539241015755882
feels,0.15050772735321516
little,0.14639105662354268
more,0.14287427396387406
for,0.1418039855709594
that,0.13978597662836642
all,0.1205704678234017
can,0.11784436832801605
as,0.11076821710620217
do,0.10028684571307167
is,0.0985320236269707
up,0.09509003317634779
have,0.09078997452879775
him,0.09003918192902347
because,0.08742198589516192
or,0.08424288874240508
time,0.08223995515585816
ve,0.07403886561951367
them,0.07394999662145503
just,0.05085089397782992
his,0.044015072286129
you,0.03443916174338873
am,0.032123758256057046
any,0.02557835673602919
back,0.020670506621778866
less,0.018697050594103832
seeing,0.017294935416430235
heart,0.01672132204597195
boring,0.016126216578413732
ed,0.014846999363120025
want,0.013848381953115071
on,0.013526469364660444
people,0.012825289063221135
start,0.011369203338593556
their,0.009892586291243788
who,0.005536403636142495
been,0.005132466976647265
get,0.004826568521301462
embarrassed,0.004075412395953511
every,0.0020295625314853774
being,0.0013991004816489294
never,0.00126426771748811
lore,0.0011266422661719844
bit,0.000861805279176527
see,0.0008416243788360589
they,0.0008035898257124549
stop,0.0006875703068847846
try,0.0006725966559315566
hard,0.0003763152955798432
life,0.00035818647802443593
days,7.991353534938146e-05
